NSID	GRIDID	HHCAT	W9SEX	W9ALIVE	W9PRES	W9RELTOKEY	W9LVDYM	W9LVDYY	W9WHNMOM	W9WHNMOY	W9SLVYM	W9SLVYY	W9DOBM	W9DOBY	W9RAGE	W9GRIDFLAG
NS18109T	41	5	1	1	1	9	-1	-1	-1	-1	-8	-8	11	1964	57	0
NS18109T	42	5	2	1	1	9	-1	-1	-1	-1	-8	-8	5	1968	54	0
NS18109T	43	5	1	1	1	14	-1	-1	-1	-1	-8	-8	5	1998	24	0
NS18110D	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	3	1969	53	0
NS18110D	32	4	1	1	1	9	-1	-1	-1	-1	-1	-1	3	1960	62	0
NS18110D	33	4	2	1	2	14	-1	-1	4	2018	-1	-1	11	1991	31	0
NS18110D	34	4	2	1	1	14	-1	-1	-1	-1	-1	-1	7	1997	25	0
NS18110D	35	4	1	1	1	14	-1	-1	-1	-1	-1	-1	6	1999	23	0
NS18110D	36	4	1	1	1	14	-1	-1	-1	-1	-1	-1	11	2002	20	0
NS18113G	3	1	1	1	1	1	-1	-1	-1	-1	5	2021	8	1990	32	0
NS18114H	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1989	33	0
NS18114H	26	3	2	1	1	4	-1	-1	-1	-1	6	2018	6	2018	3	0
NS18116K	26	3	2	1	1	4	-1	-1	-1	-1	9	2018	9	2018	4	0
NS18116K	27	3	1	1	1	4	-1	-1	-1	-1	10	2022	10	2022	0	0
NS18117L	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	10	1987	35	0
NS18117L	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	8	2014	8	1
NS18117L	27	3	1	1	1	4	-1	-1	-1	-1	2	2018	2	2018	5	0
NS18118M	2	1	2	1	1	3	-1	-1	-1	-1	1	2019	3	1991	31	0
NS18118M	26	3	1	1	1	4	-1	-1	-1	-1	2	2018	2	2018	4	0
NS18118M	27	3	2	1	1	4	-1	-1	-1	-1	9	2021	9	2021	1	0
NS18119N	2	1	1	1	1	1	-1	-1	-1	-1	10	2016	6	1987	34	0
NS18119N	26	3	1	1	1	4	-1	-1	-1	-1	5	2020	5	2020	1	0
NS18122A	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	6	1987	35	0
NS18123B	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1986	36	0
NS18123B	26	3	1	1	1	4	-1	-1	-1	-1	9	2018	9	2018	3	0
NS18123B	27	3	2	1	1	4	-1	-1	-1	-1	9	2020	9	2020	1	0
NS18127F	41	5	2	1	1	9	-1	-1	-1	-1	-8	-9	5	1963	59	0
NS18127F	42	5	1	1	1	9	-1	-1	-1	-1	-8	-8	11	1961	61	0
NS18128G	41	5	1	1	1	22	-1	-1	-1	-1	4	2022	8	1987	35	0
NS18130S	2	1	2	1	1	1	-1	-1	-1	-1	8	2016	11	1987	35	0
NS18130S	26	3	1	1	1	4	-1	-1	-1	-1	1	2020	1	2020	2	0
NS18130S	27	3	1	1	1	4	-1	-1	-1	-1	10	2021	10	2021	1	0
NS18132V	2	1	1	1	1	1	-1	-1	-1	-1	3	2017	4	1990	32	0
NS18132V	26	3	1	1	1	4	-1	-1	-1	-1	1	2018	1	2018	4	0
NS18132V	27	3	1	1	1	4	-1	-1	-1	-1	2	2021	2	2021	1	0
NS18132V	31	4	2	1	2	9	-1	-1	3	2017	-1	-1	4	1966	55	0
NS18132V	32	4	2	1	2	14	-1	-1	3	2017	-1	-1	4	1989	33	0
NS18132V	33	4	1	1	2	14	-1	-1	3	2017	-1	-1	6	1993	28	0
NS18132V	34	4	2	1	2	14	-1	-1	3	2017	-1	-1	2	1995	27	0
NS18132V	35	4	2	1	2	14	-1	-1	3	2017	-1	-1	8	1996	25	0
NS18137A	2	1	1	1	1	1	-1	-1	-1	-1	1	2021	2	1991	31	0
NS18137A	31	4	2	2	2	9	2	2016	-8	-8	-1	-1	5	1949	73	0
NS18139C	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	12	1962	59	0
NS18139C	32	4	1	1	2	14	-1	-1	9	2021	-1	-1	-8	-8	-8	0
NS18139C	33	4	1	1	1	22	-1	-1	-1	-1	-1	-1	6	1952	69	0
NS18140M	2	1	1	1	1	3	-1	-1	-1	-1	9	2019	2	1990	32	0
NS18140M	26	3	2	1	1	4	-1	-1	-1	-1	6	2019	6	2019	2	0
NS18141N	31	4	2	1	2	23	-1	-1	7	2016	-1	-1	-8	-8	-8	0
NS18141N	41	5	2	1	1	14	-1	-1	-1	-1	9	2016	6	2008	14	0
NS18144R	2	1	1	1	1	1	-1	-1	-1	-1	8	2015	4	1989	33	0
NS18144R	26	3	1	1	1	4	-1	-1	-1	-1	8	2018	8	2018	3	0
NS18144R	31	4	1	1	2	9	-1	-1	8	2015	-1	-1	3	1966	56	0
NS18144R	32	4	2	1	2	9	-1	-1	8	2015	-1	-1	10	1970	51	0
NS18144R	33	4	2	1	2	14	-1	-1	8	2015	-1	-1	1	1992	30	0
NS18144R	34	4	1	1	2	14	-1	-1	8	2015	-1	-1	1	1997	25	0
NS18144R	35	4	2	1	2	14	-1	-1	8	2015	-1	-1	3	1998	24	0
NS18146T	2	1	2	1	1	1	-1	-1	-1	-1	3	2017	10	1991	31	0
NS18146T	26	3	2	1	1	4	-1	-1	-1	-1	6	2020	6	2020	2	0
NS18146T	27	3	1	1	1	4	-1	-1	-1	-1	10	2022	10	2022	0	0
NS18147V	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	11	1987	35	0
NS18147V	26	3	1	1	1	4	-1	-1	-1	-1	9	2021	9	2021	1	0
NS18151H	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	4	1988	34	0
NS18151H	26	3	2	1	1	4	-1	-1	-1	-1	3	2017	3	2017	5	0
NS18151H	27	3	1	1	1	4	-1	-1	-1	-1	2	2021	2	2021	2	0
NS18154L	2	1	2	1	1	1	-1	-1	-1	-1	3	2019	7	1983	39	0
NS18154L	31	4	2	1	2	9	-1	-1	6	2018	-1	-1	8	1968	54	0
NS18154L	32	4	1	1	2	12	-1	-1	6	2018	-1	-1	8	1968	54	0
NS18158Q	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	4	1987	35	0
NS18158Q	12	2	1	1	1	6	-1	-1	-1	-1	-1	-1	4	2008	14	0
NS18158Q	13	2	2	1	1	4	-1	-1	-1	-1	-1	-1	6	2012	9	0
NS18158Q	14	2	1	1	1	4	-1	-1	-1	-1	-1	-1	11	2013	8	0
NS18160B	2	1	2	1	1	1	-1	-1	-1	-1	1	2019	10	1985	37	0
NS18163E	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	3	1991	31	0
NS18164F	31	4	2	1	1	14	-1	-1	-1	-1	-1	-1	1	1984	39	0
NS18164F	32	4	2	1	1	19	-1	-1	-1	-1	-1	-1	6	1933	89	0
NS18165G	2	1	2	1	1	1	-1	-1	-1	-1	12	2018	3	1995	27	0
NS18165G	26	3	1	1	1	4	-1	-1	-1	-1	10	2020	10	2020	2	0
NS18166H	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	4	1960	62	1
NS18166H	33	4	1	1	1	9	-1	-1	-1	-1	-1	-1	8	1949	73	1
NS18167J	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	1	1990	32	0
NS18174A	2	1	2	1	1	1	-1	-1	-1	-1	3	2017	5	1991	31	0
NS18174A	26	3	1	1	1	4	-1	-1	-1	-1	10	2018	10	2018	4	0
NS18174A	27	3	1	1	1	4	-1	-1	-1	-1	12	2022	12	2022	0	0
NS18177D	2	1	1	1	1	3	-1	-1	-1	-1	11	2010	6	1988	34	0
NS18177D	26	3	1	1	1	4	-1	-1	-1	-1	7	2014	7	2014	8	0
NS18177D	27	3	1	1	1	4	-1	-1	-1	-1	9	2016	9	2016	6	0
NS18178E	26	3	2	1	1	4	-1	-1	-1	-1	10	2019	10	2019	3	0
NS18182S	2	1	1	1	1	3	-1	-1	-1	-1	1	2022	7	1996	26	0
NS18185W	2	1	1	1	1	1	-1	-1	-1	-1	6	2017	8	1990	32	0
NS18185W	26	3	1	1	1	4	-1	-1	-1	-1	10	2018	10	2018	4	0
NS18186X	31	4	1	1	1	14	-1	-1	-1	-1	-1	-1	4	1994	28	0
NS18186X	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	2	1968	55	0
NS18186X	33	4	1	1	1	9	-1	-1	-1	-1	-1	-1	12	1964	58	0
NS18186X	34	4	1	1	2	20	-1	-1	1	2018	-1	-1	-8	-8	-8	0
NS18187Y	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	8	1991	31	0
NS18187Y	32	4	1	1	2	9	-1	-1	3	2017	-1	-1	6	1956	66	0
NS18187Y	33	4	2	1	2	9	-1	-1	3	2017	-1	-1	5	1960	62	0
NS18188Z	1	1	1	1	2	29	-1	-1	11	2018	-1	-1	4	1987	35	0
NS18189A	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1979	44	0
NS18189A	32	4	1	2	2	19	4	2016	-8	-8	-1	-1	-8	-8	-8	0
NS18189A	33	4	2	2	2	19	2	2021	-8	-8	-1	-1	-8	-8	-8	0
NS18196R	2	1	2	1	1	3	-1	-1	-1	-1	6	2019	1	1990	33	0
NS18197S	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	5	1990	31	0
NS18197S	41	5	2	1	1	9	-1	-1	-1	-1	7	1990	2	1962	60	0
NS18199V	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	10	1968	54	0
NS18200L	2	1	2	1	1	1	-1	-1	-1	-1	2	2019	12	1989	33	0
NS18200L	26	3	1	1	1	4	-1	-1	-1	-1	12	2022	12	2022	0	0
NS18200L	31	4	2	1	2	9	-1	-1	10	2020	-1	-1	3	1960	63	0
NS18200L	32	4	1	1	2	9	-1	-1	10	2020	-1	-1	9	1953	69	0
NS18203P	2	1	2	1	1	1	-1	-1	-1	-1	-1	-9	3	1990	32	0
NS18204Q	31	4	2	1	1	18	-1	-1	-1	-1	-1	-1	8	1988	34	1
NS18204Q	32	4	1	1	1	14	-1	-1	-1	-1	-1	-1	12	1985	37	1
NS18204Q	33	4	2	1	1	28	-1	-1	-1	-1	-1	-1	11	2011	11	1
NS18204Q	34	4	2	1	1	28	-1	-1	-1	-1	-1	-1	9	2015	7	1
NS18204Q	35	4	2	1	1	9	-1	-1	-1	-1	-1	-1	1	1962	61	1
NS18204Q	36	4	1	1	1	9	-1	-1	-1	-1	-1	-1	11	1958	64	1
NS18207T	1	1	1	1	2	29	-1	-1	9	2017	-1	-1	4	1983	39	0
NS18207T	2	1	1	1	1	3	-1	-1	-1	-1	8	2018	6	1985	36	0
NS18207T	26	3	1	1	1	4	-1	-1	-1	-1	12	2018	12	2018	3	0
NS18208V	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	7	1963	59	0
NS18208V	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	8	1965	57	0
NS18208V	33	4	1	1	1	14	-1	-1	-1	-1	-1	-1	1	1992	31	0
NS18209W	31	4	1	1	2	9	-1	-1	9	2015	-1	-1	3	1956	66	0
NS18213J	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1988	34	0
NS18213J	26	3	2	1	1	4	-1	-1	-1	-1	10	2019	10	2019	3	0
NS18214K	11	2	2	1	1	4	-1	-1	-1	-1	-1	-1	12	2008	14	0
NS18214K	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	6	2010	12	0
NS18214K	13	2	1	1	1	4	-1	-1	-1	-1	-1	-1	1	2015	8	0
NS18214K	26	3	2	1	1	4	-1	-1	-1	-1	4	2020	4	2020	2	0
NS18214K	34	4	2	1	2	9	-1	-1	5	2016	-1	-1	-8	-8	-8	0
NS18214K	35	4	1	1	2	9	-1	-1	5	2016	-1	-1	1	1966	57	0
NS18215L	2	1	1	1	1	3	-1	-1	-1	-1	9	2018	4	1990	32	0
NS18215L	31	4	2	1	2	9	-1	-1	6	2017	-1	-1	4	1957	65	0
NS18215L	32	4	1	1	2	9	-1	-1	6	2017	-1	-1	11	1956	65	0
NS18217N	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	5	1990	31	0
NS18223D	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1991	31	0
NS18223D	26	3	1	1	1	4	-1	-1	-1	-1	9	2019	9	2019	3	0
NS18223D	27	3	2	1	1	4	-1	-1	-1	-1	2	2022	2	2022	0	0
NS18225F	2	1	2	1	1	3	-1	-1	-1	-1	7	2020	12	1989	33	0
NS18225F	26	3	1	1	1	4	-1	-1	-1	-1	4	2022	4	2022	1	0
NS18227H	2	1	1	1	1	1	-1	-1	-1	-1	5	2016	10	1989	32	0
NS18227H	31	4	2	1	2	9	-1	-1	-8	2015	-1	-1	6	1953	68	0
NS18227H	32	4	1	1	2	9	-1	-1	-8	2015	-1	-1	3	1955	67	0
NS18229K	41	5	2	1	1	9	-1	-1	-1	-1	12	2017	8	1959	63	0
NS18232X	2	1	2	1	1	1	-1	-1	-1	-1	3	2019	8	1994	28	0
NS18232X	31	4	2	1	2	9	-1	-1	3	2019	-1	-1	7	1958	64	0
NS18232X	32	4	1	1	2	14	-1	-1	3	2019	-1	-1	12	1991	31	0
NS18236B	31	4	1	1	1	12	-1	-1	-1	-1	-1	-1	11	1962	60	0
NS18236B	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	7	1966	56	0
NS18236B	33	4	1	1	1	14	-1	-1	-1	-1	-1	-1	11	1986	35	0
NS18236B	34	4	1	1	1	14	-1	-1	-1	-1	-1	-1	4	1998	24	0
NS18237C	2	1	1	1	1	3	-1	-1	-1	-1	6	2015	9	1992	30	0
NS18238D	31	4	1	1	1	9	-1	-1	-1	-1	-1	-1	8	1956	65	0
NS18238D	32	4	2	1	1	9	-1	-1	-1	-1	-1	-1	5	1957	65	0
NS18238D	33	4	1	1	2	14	-1	-1	8	2018	-1	-1	-8	-8	-8	0
NS18239E	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	1	1986	37	0
NS18239E	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	1	2016	7	1
NS18239E	27	3	2	1	1	4	-1	-1	-1	-1	10	2018	10	2018	4	0
NS18242R	2	1	2	1	1	1	-1	-1	-1	-1	8	2014	9	1990	32	0
NS18242R	26	3	2	1	1	4	-1	-1	-1	-1	7	2018	7	2018	4	0
NS18244T	2	1	1	1	1	1	-1	-1	-1	-1	5	2018	2	1989	34	0
NS18244T	26	3	1	1	1	4	-1	-1	-1	-1	10	2022	10	2022	0	0
NS18245V	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	9	1989	32	0
NS18248Y	2	1	2	1	1	3	-1	-1	-1	-1	6	2020	6	1992	30	0
NS18250J	2	1	2	1	1	3	-1	-1	-1	-1	3	2017	10	1990	32	0
NS18251K	2	1	1	1	1	1	-1	-1	-1	-1	2	2016	4	1990	32	0
NS18253M	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	3	1980	42	0
NS18253M	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	11	2008	14	0
NS18253M	13	2	1	1	1	4	-1	-1	-1	-1	-1	-1	7	2013	9	0
NS18253M	26	3	1	1	1	4	-1	-1	-1	-1	9	2019	9	2019	3	0
NS18254N	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	8	1990	32	0
NS18255P	1	1	2	1	1	3	-1	-1	-1	-1	-1	-1	5	1990	32	0
NS18255P	26	3	1	1	1	4	-1	-1	-1	-1	2	2016	2	2016	7	0
NS18255P	27	3	1	1	1	4	-1	-1	-1	-1	2	2016	2	2016	7	0
NS18255P	28	3	1	1	1	4	-1	-1	-1	-1	9	2022	9	2022	0	0
NS18258S	1	1	1	1	2	1	-1	-1	10	2021	-1	-1	12	1986	36	0
NS18258S	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	12	2007	15	0
NS18258S	13	2	1	1	1	4	-1	-1	-1	-1	-1	-1	11	2008	14	0
NS18258S	14	2	2	1	1	4	-1	-1	-1	-1	-1	-1	1	2013	10	0
NS18258S	26	3	1	1	1	4	-1	-1	-1	-1	8	2020	8	2020	2	0
NS18265J	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	2	1989	33	0
NS18265J	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	1	2016	6	0
NS18265J	26	3	2	1	1	4	-1	-1	-1	-1	9	2018	9	2018	3	0
NS18267L	2	1	2	1	1	3	-1	-1	-1	-1	8	2022	4	1993	29	0
NS18270Y	41	5	2	1	1	9	-1	-1	-1	-1	8	1990	3	1960	62	0
NS18270Y	42	5	1	1	1	9	-1	-1	-1	-1	8	1990	10	1948	74	0
NS18270Y	43	5	2	1	1	14	-1	-1	-1	-1	1	1994	1	1994	28	0
NS18271Z	26	3	1	1	1	4	-1	-1	-1	-1	3	2021	3	2021	1	0
NS18271Z	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	1	1966	57	0
NS18271Z	32	4	1	1	1	14	-1	-1	-1	-1	-1	-1	7	1997	25	0
NS18271Z	33	4	2	1	1	14	-1	-1	-1	-1	-1	-1	2	2003	20	0
NS18271Z	34	4	2	1	1	14	-1	-1	-1	-1	-1	-1	11	2007	15	0
NS18272A	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	5	1990	32	0
NS18272A	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	4	2009	13	0
NS18272A	13	2	2	1	1	4	-1	-1	-1	-1	-1	-1	6	2013	9	0
NS18276E	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	2	1992	30	0
NS18276E	26	3	2	1	1	4	-1	-1	-1	-1	10	2017	10	2017	5	0
NS18276E	27	3	1	1	1	4	-1	-1	-1	-1	1	2021	1	2021	2	0
NS18277F	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	6	1989	33	0
NS18277F	26	3	1	1	1	4	-1	-1	-1	-1	1	2021	1	2021	2	0
NS18283W	2	1	2	1	1	3	-1	-1	-1	-1	5	2020	-8	-8	32	0
NS18285Y	2	1	1	1	1	1	-1	-1	-1	-1	9	2018	1	1982	40	0
NS18285Y	31	4	1	1	2	-8	-1	-1	10	2018	-1	-1	-8	-8	-8	0
NS18285Y	32	4	1	1	2	-8	-1	-1	10	2018	-1	-1	-8	-8	-8	0
NS18285Y	33	4	2	1	2	-8	-1	-1	10	2018	-1	-1	-8	-8	-8	0
NS18285Y	34	4	2	1	2	-8	-1	-1	10	2018	-1	-1	-8	-8	-8	0
NS18285Y	35	4	2	1	2	-8	-1	-1	10	2018	-1	-1	-8	-8	-8	0
NS18287A	2	1	2	1	1	1	-1	-1	-1	-1	6	2017	7	1990	31	0
NS18287A	31	4	1	1	2	22	-1	-1	5	2017	-1	-1	-8	-8	-8	0
NS18287A	32	4	1	1	2	22	-1	-1	5	2017	-1	-1	12	1989	32	0
NS18288B	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	7	1990	32	0
NS18288B	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	12	2013	8	0
NS18288B	26	3	1	1	1	4	-1	-1	-1	-1	8	2018	8	2018	3	0
NS18290M	41	5	2	1	1	9	-1	-1	-1	-1	1	1990	9	1967	55	0
NS18290M	42	5	1	1	1	12	-1	-1	-1	-1	1	1992	12	1972	50	0
NS18293Q	26	3	1	1	1	4	-1	-1	-1	-1	4	2017	4	2017	5	0
NS18293Q	41	5	1	1	1	22	-1	-1	-1	-1	7	2022	5	1990	32	0
NS18295S	31	4	1	1	2	22	-1	-1	8	2016	-1	-1	9	1991	31	0
NS18295S	32	4	1	1	2	22	-1	-1	8	2016	-1	-1	7	1991	31	0
NS18295S	33	4	1	1	2	22	-1	-1	7	2016	-1	-1	3	1991	31	0
NS18296T	31	4	2	1	2	9	-1	-1	6	2014	-1	-1	5	1956	65	0
NS18296T	32	4	1	1	2	14	-1	-1	6	2014	-1	-1	2	1985	37	0
NS18297V	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	12	1959	62	1
NS18307W	26	3	2	1	2	4	-1	-1	1	2022	-1	-1	2	2018	4	0
NS18307W	27	3	1	1	2	4	-1	-1	1	2022	-1	-1	4	2020	2	0
NS18307W	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	9	1958	64	0
NS18307W	32	4	1	1	1	9	-1	-1	-1	-1	-1	-1	8	1958	64	0
NS18307W	33	4	2	1	2	14	-1	-1	7	2018	-1	-1	5	1987	35	0
NS18308X	3	1	2	1	1	3	-1	-1	-1	-1	12	2022	7	1991	32	0
NS18308X	31	4	1	1	2	28	-1	-1	10	2015	-1	-1	-8	-8	-8	0
NS18314M	31	4	2	1	1	9	-1	-1	-1	-1	-1	-1	11	1971	50	0
NS18314M	32	4	2	1	1	14	-1	-1	-1	-1	-1	-1	9	2006	16	0
NS18315N	1	1	2	1	2	29	-1	-1	9	2017	-1	-1	6	1989	33	0
NS18315N	26	3	2	1	2	4	-1	-1	-8	-8	-1	-1	4	2016	6	0
NS18315N	27	3	2	1	2	4	-1	-1	2	2022	-1	-1	10	2019	3	0
NS18317Q	26	3	1	1	1	4	-1	-1	-1	-1	11	2021	11	2021	1	0
NS18317Q	27	3	2	1	1	4	-1	-1	-1	-1	4	2011	4	2011	11	0
NS18321D	26	3	1	1	1	4	-1	-1	-1	-1	9	2019	9	2019	2	0
NS18321D	41	5	1	1	1	28	-1	-1	-1	-1	6	2017	11	1980	41	0
NS18322E	2	1	1	1	1	3	-1	-1	-1	-1	8	2015	11	1988	34	0
NS18322E	26	3	-9	1	1	4	-1	-1	-1	-1	1	2016	1	2016	7	0
NS18322E	27	3	-9	1	1	4	-1	-1	-1	-1	8	2018	8	2018	4	0
NS18328L	2	1	1	1	1	1	-1	-1	-1	-1	4	2017	11	1989	33	0
NS18328L	26	3	2	1	1	4	-1	-1	-1	-1	2	2021	2	2021	1	0
NS18331Y	41	5	2	1	1	9	-1	-1	-1	-1	7	1994	9	1967	55	0
NS18332Z	31	4	1	1	1	14	-1	-1	-1	-1	-1	-1	5	1979	43	0
NS18332Z	32	4	2	1	2	14	-1	-1	9	2016	-1	-1	-8	-8	-8	0
NS18332Z	33	4	1	1	2	14	-1	-1	9	2016	-1	-1	-8	-8	-8	0
NS18332Z	34	4	2	1	1	9	-1	-1	-1	-1	-1	-1	1	1959	64	0
NS18332Z	35	4	1	1	1	9	-1	-1	-1	-1	-1	-1	12	1953	69	0
NS18334B	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	9	1988	34	0
NS18334B	26	3	2	1	1	4	-1	-1	-1	-1	6	2021	6	2021	1	0
NS18335C	2	1	1	1	1	1	-1	-1	-1	-1	3	2020	5	1990	32	0
NS18335C	26	3	2	1	1	4	-1	-1	-1	-1	7	2021	7	2021	1	0
NS18335C	31	4	2	1	2	14	-1	-1	7	2018	-1	-1	-8	-8	-8	0
NS18336D	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1989	33	0
NS18336D	26	3	1	1	1	4	-1	-1	-1	-1	7	2016	7	2016	6	0
NS18336D	27	3	2	1	1	4	-1	-1	-1	-1	10	2021	10	2021	1	0
NS18337E	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	9	1986	36	0
NS18337E	26	3	1	1	1	4	-1	-1	-1	-1	10	2016	10	2016	6	0
NS18337E	27	3	2	1	1	4	-1	-1	-1	-1	3	2020	3	2020	2	0
NS18338F	2	1	1	1	1	1	-1	-1	-1	-1	3	2016	12	1989	32	0
NS18338F	26	3	1	1	1	4	-1	-1	-1	-1	1	2017	1	2017	5	0
NS18338F	27	3	2	1	1	4	-1	-1	-1	-1	12	2020	12	2020	1	0
NS18340R	1	1	2	1	1	1	-1	-1	-1	-1	-1	-1	8	1986	36	0
NS18340R	26	3	1	1	1	4	-1	-1	-1	-1	11	2020	11	2020	2	0
NS18345X	2	1	2	1	1	1	-1	-1	-1	-1	3	2017	1	1988	35	0
NS18345X	11	2	1	1	1	4	-1	-1	-1	-1	-1	-1	11	2011	11	0
NS18345X	26	3	2	1	1	6	-1	-1	-1	-1	3	2017	6	2006	16	0
NS18345X	27	3	1	1	1	6	-1	-1	-1	-1	3	2017	7	2012	10	0
NS18345X	32	4	2	1	2	9	-1	-1	3	2017	-1	-1	4	1961	61	0
NS18345X	33	4	1	1	2	14	-1	-1	3	2017	-1	-1	5	1987	35	0
NS18348A	2	1	1	1	1	1	-1	-1	-1	-1	4	2018	7	1988	33	0
NS18348A	26	3	2	1	1	4	-1	-1	-1	-1	6	2020	6	2020	1	0
NS18348A	41	5	1	1	1	13	-1	-1	-1	-1	4	2018	2	1947	75	0
NS18348A	42	5	2	1	1	13	-1	-1	-1	-1	4	2018	4	1954	68	0
NS18350L	2	1	2	1	1	3	-1	-1	-1	-1	9	2020	10	1988	34	0
NS18350L	26	3	2	1	1	4	-1	-1	-1	-1	9	2013	9	2013	9	0
NS18350L	27	3	2	1	1	6	-1	-1	-1	-1	9	2020	7	2010	12	0
NS18352N	11	2	1	1	1	4	-1	-1	-1	-1	-1	-1	12	2010	12	0
NS18352N	32	4	1	1	2	14	-1	-1	9	2018	-1	-1	-8	-8	-8	0
NS18352N	33	4	1	1	2	9	-1	-1	9	2018	-1	-1	-8	-8	-8	0
NS18352N	34	4	2	1	2	9	-1	-1	9	2018	-1	-1	-8	-8	-8	0
NS18352N	35	4	2	1	2	14	-1	-1	9	2018	-1	-1	-8	-8	-8	0
NS18354Q	1	1	1	1	1	3	-1	-1	-1	-1	-1	-1	1	1987	36	0
NS18354Q	12	2	2	1	1	4	-1	-1	-1	-1	-1	-1	9	2009	13	0
NS18356S	1	1	1	1	2	29	-1	-1	3	2017	-1	-1	12	1984	38	0
NS18356S	2	1	1	1	1	3	-1	-1	-1	-1	3	2018	8	1988	34	0
NS18356S	32	4	1	1	2	13	-1	-1	3	2017	-1	-1	-8	-8	-8	0
NS18359W	2	1	2	1	1	1	-1	-1	-1	-1	10	2016	9	1993	29	0
NS18359W	31	4	2	1	2	9	-1	-1	10	2016	-1	-1	4	1963	59	0
NS18359W	32	4	1	1	2	9	-1	-1	10	2016	-1	-1	6	1964	58	0
NS18361G	26	3	1	2	2	4	12	2018	-8	-8	-1	-1	11	2017	4	0
NS18367N	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	7	1986	36	0
NS18367N	12	2	1	1	1	4	-1	-1	-1	-1	-1	-1	1	2012	10	0
NS18367N	13	2	2	-8	-8	6	-1	-1	-8	-8	-1	-1	-8	-8	-8	0
NS18367N	26	3	1	1	1	4	-1	-1	-1	-1	12	2016	12	2016	5	0
NS18367N	33	4	2	1	2	28	-1	-1	4	2022	-1	-1	8	2010	12	0
NS18368P	2	1	1	1	1	1	-1	-1	-1	-1	8	2018	8	1981	41	0
NS18368P	26	3	2	1	1	4	-1	-1	-1	-1	4	2011	4	2011	11	0
NS18368P	27	3	2	1	1	4	-1	-1	-1	-1	5	2015	5	2015	7	0
NS18368P	28	3	2	1	2	6	-1	-1	-8	-8	-1	-1	8	2014	8	0
NS18368P	29	3	2	1	1	6	-1	-1	-1	-1	12	2017	3	2012	10	0
NS18369Q	1	1	1	1	1	1	-1	-1	-1	-1	-1	-1	2	1986	36	0
NS18369Q	26	3	2	1	1	4	-1	-1	-1	-1	10	2017	10	2017	5	0
NS18369Q	27	3	1	1	1	4	-1	-1	-1	-1	8	2020	8	2020	2	0
NS18370A	2	1	1	1	1	1	-1	-1	-1	-1	6	2010	7	1987	35	0
NS18370A	26	3	2	1	1	4	-1	-1	-1	-1	4	2014	4	2014	8	0
NS18370A	27	3	2	1	1	4	-1	-1	-1	-1	12	2020	12	2020	2	0
NS18371B	31	4	1	1	2	9	-1	-1	2	2019	-1	-1	-8	-8	-8	0
