NSID	GRIDID	W9SEOF	W9CHDSEEFREO	W9CHDSEEFREOP	W9CHDMAINO	W9CHDDECO	W9SEX	W9RAGE
NS21392G	11	8	-1	-1	3	1	2	13
NS21414E	26	1	2	1	2	5	1	5
NS21414E	27	1	2	1	2	5	2	1
NS21414E	28	1	2	1	2	5	1	0
NS21460Y	26	2	4	1	3	5	1	8
NS21479C	11	8	-1	-1	3	1	2	13
NS21479C	12	8	-1	-1	3	1	2	11
NS21479C	26	8	-1	-1	3	1	2	3
NS21480M	11	8	-1	-1	3	1	1	11
NS21480M	26	10	-1	-1	1	5	1	0
NS21494L	12	8	-1	-1	3	1	1	10
NS21494L	13	8	-1	-1	3	1	2	8
NS21494L	14	8	-1	-1	3	1	1	7
NS21508R	26	2	4	1	3	2	1	4
NS21509S	26	4	0	6	2	3	1	1
NS21520X	12	2	2	2	1	5	2	8
NS21520X	13	2	2	2	1	5	2	6
NS21569K	12	2	0	1	1	3	2	7
NS21569K	26	2	0	1	1	3	1	4
NS21588Y	26	3	1	2	3	5	1	6
NS21589Z	11	5	0	6	1	1	2	9
NS21602M	26	2	3	1	3	5	2	13
NS21623C	26	2	0	1	1	3	2	4
NS21623C	27	2	0	1	1	3	2	1
NS21648X	12	2	7	2	3	5	1	11
NS21648X	26	8	-1	-1	1	1	1	5
NS21681S	26	2	0	1	3	3	1	0
NS21719R	11	3	0	6	2	4	1	12
NS21723E	26	8	-1	-1	3	1	1	9
NS21748Z	11	8	-1	-1	3	1	1	9
NS21748Z	26	2	1	1	2	3	2	3
NS21788C	26	8	-1	-1	3	1	2	4
NS21793R	11	8	-1	-1	3	1	2	11
NS21796V	11	3	2	1	1	1	2	11
NS21796V	12	8	-1	-1	1	1	1	8
NS21796V	26	2	3	1	1	4	1	6
NS21796V	27	2	3	1	1	4	2	5
NS21796V	28	2	3	1	1	4	2	0
NS21810J	26	10	-1	-1	1	5	2	8
NS21810J	27	10	-1	-1	1	5	1	1
NS21831Z	11	2	3	1	3	1	1	10
NS21833B	26	2	2	1	3	2	1	4
NS21845Y	12	6	12	6	1	3	2	11
NS21872D	11	4	2	2	3	1	2	10
NS21902T	12	1	-9	-9	3	5	2	6
NS21902T	26	1	-9	-9	3	5	1	1
NS21933D	26	10	-1	-1	3	5	1	4
NS21937H	26	4	3	2	3	5	2	5
NS22020G	11	3	0	6	2	1	1	10
NS22025M	12	10	-1	-1	3	5	1	9
NS22025M	13	10	-1	-1	3	5	2	7
NS22027P	11	5	0	-9	3	1	2	12
NS22027P	12	9	-1	-1	-1	-1	2	7
NS22067S	12	6	0	5	1	1	1	14
NS22067S	13	4	1	1	1	3	1	12
NS22084D	26	2	2	1	1	5	1	1
NS22103Y	11	3	2	1	2	4	2	12
NS22103Y	12	3	2	1	2	4	1	7
NS22142A	11	2	2	1	1	3	2	10
NS22153W	26	8	-1	-1	2	3	2	0
NS22173K	26	2	1	1	1	5	1	0
NS22175M	11	3	1	2	1	3	1	9
NS22178Q	26	10	-1	-1	3	5	2	3
NS22178Q	27	8	-1	-1	3	5	1	0
NS22180B	26	3	1	2	1	4	2	2
NS22180B	27	3	0	1	1	3	1	0
NS22204B	12	3	7	2	3	3	2	13
NS22225R	11	2	6	3	1	4	1	14
NS22231G	11	4	2	2	1	3	1	11
NS22231G	12	4	2	2	1	3	1	7
NS22231G	26	4	2	2	1	3	2	0
NS22241B	26	3	5	3	1	3	1	5
NS22254Z	11	8	-1	-1	3	1	1	7
NS22254Z	27	8	-1	-1	3	1	1	3
NS22262R	26	1	0	1	3	3	2	4
NS22262R	27	1	0	1	3	3	2	0
NS22280D	12	10	-1	-1	3	5	2	8
NS22280D	26	10	-1	-1	1	5	2	5
NS22284H	11	3	2	1	3	3	2	15
NS22284H	12	3	2	1	3	3	2	7
NS22307G	26	5	0	3	3	1	2	12
NS22307G	27	3	2	1	1	4	1	10
NS22327W	11	8	-1	-1	3	1	2	8
NS22327W	26	8	-1	-1	1	3	2	5
NS22365X	26	1	3	3	1	1	1	0
NS22367Z	12	3	1	1	1	1	1	8
NS22376S	12	3	5	1	1	3	1	10
NS22376S	27	3	5	1	3	3	1	0
NS22380F	26	2	2	1	2	5	1	2
NS22380F	27	2	0	1	2	5	2	0
NS22380F	28	2	0	1	2	5	1	0
NS22385L	26	1	0	6	1	5	2	0
NS22386M	12	1	3	2	2	5	2	10
NS22392C	26	3	1	1	1	1	2	8
NS22408K	26	10	-1	-1	3	4	1	3
NS22408K	27	10	-1	-1	3	4	1	1
NS22425W	27	1	0	1	-8	5	2	4
NS22425W	28	1	0	1	-9	5	1	1
NS22440E	26	3	1	1	1	3	1	6
NS22531N	13	8	-1	-1	3	1	1	14
NS22548Q	26	8	-1	-1	2	1	1	5
NS22573T	12	1	0	6	1	5	2	12
NS22573T	13	1	0	6	1	5	1	9
NS22618J	26	10	-1	-1	1	4	2	0
NS22630P	26	8	-1	-1	3	1	2	6
NS22642L	11	8	-1	-1	3	1	2	12
NS22642L	26	2	3	1	1	5	1	5
NS22649T	11	4	4	3	1	5	2	9
NS22659N	11	3	1	1	1	2	1	10
NS22659N	26	3	1	1	1	2	1	4
NS22667F	26	1	7	1	1	5	1	4
NS22683Q	26	2	3	1	1	5	1	6
NS22683Q	27	2	3	1	1	5	2	2
NS22687V	26	3	2	1	2	3	1	2
NS22687V	27	2	0	1	3	3	2	0
NS22697P	12	2	3	1	1	4	1	11
NS22698Q	26	2	0	6	3	1	1	12
NS22699R	26	2	2	1	3	4	2	5
NS22719M	26	4	2	2	1	3	2	6
NS22719M	27	4	2	2	1	3	1	5
NS22719M	28	3	1	1	2	3	1	1
NS22731S	26	7	0	6	3	1	2	3
NS22734W	26	6	-9	-9	3	1	1	11
NS22771W	12	2	3	1	1	5	1	7
NS22784T	26	3	1	1	1	1	2	6
NS22787X	11	4	2	2	1	3	2	10
NS22812G	11	4	2	3	1	3	2	13
NS22812G	27	1	3	1	1	4	2	5
NS22852K	11	8	-1	-1	3	1	1	10
NS22852K	12	8	-1	-1	3	1	2	8
NS22871Y	12	8	-1	-1	3	1	1	11
NS22871Y	13	8	-1	-1	3	1	1	10
NS22887Z	26	10	-1	-1	1	5	2	0
NS22893P	11	2	2	1	1	5	2	11
NS22905S	11	1	0	6	1	4	2	8
NS22905S	27	1	0	6	1	4	1	4
NS22949A	26	10	-1	-1	1	5	1	5
NS22949A	27	10	-1	-1	1	5	2	1
NS22992Q	26	3	2	1	2	5	1	11
NS22992Q	27	3	2	1	2	5	2	8
NS23005T	26	10	-1	-1	1	5	2	2
NS23005T	27	10	-1	-1	1	5	2	0
NS23006V	26	10	-1	-1	1	5	2	10
NS23006V	27	10	-1	-1	1	5	2	9
NS23006V	28	10	-1	-1	1	5	2	3
NS23047Z	26	8	-1	-1	3	1	1	12
NS23047Z	27	8	-1	-1	3	1	2	11
NS23055R	26	10	-1	-1	1	5	1	2
NS23059W	11	3	1	2	2	3	2	8
NS23068P	26	5	0	6	1	1	1	6
NS23068P	27	5	0	6	1	1	2	2
NS23082X	26	2	2	1	3	5	1	10
NS23097X	26	2	4	1	1	4	2	2
NS23107Y	26	1	7	1	1	5	1	9
NS23107Y	27	1	7	1	1	5	2	7
NS23107Y	28	1	7	1	1	5	2	3
NS23107Y	29	1	7	1	1	5	1	0
NS23110K	26	-9	-9	-9	-9	-9	2	12
NS23110K	27	-9	-9	-9	-9	-9	2	0
NS23113N	11	5	0	6	3	3	2	9
NS23113N	26	5	0	6	3	3	2	6
NS23121F	26	2	1	1	1	4	1	4
NS23121F	27	2	0	1	1	4	2	1
NS23123H	26	10	-1	-1	1	5	1	9
NS23123H	27	10	-1	-1	1	5	2	3
NS23133C	26	4	1	2	2	4	1	11
NS23140T	11	3	0	-9	3	1	2	10
NS23140T	26	8	-1	-1	3	1	2	4
NS23158X	12	8	-1	-1	3	1	2	13
NS23158X	13	8	-1	-1	3	1	1	12
NS23158X	14	8	-1	-1	3	1	2	7
NS23180X	26	4	2	2	1	1	2	11
NS23210M	26	8	-1	-1	3	1	2	10
NS23210M	27	8	-1	-1	3	1	1	9
NS23234F	12	8	-1	-1	3	1	1	7
NS23234F	26	8	-1	-1	3	1	2	6
NS23234F	27	8	-1	-1	3	1	2	5
NS23284D	12	2	10	2	3	5	1	12
NS23284D	13	2	10	2	3	5	2	9
NS23299D	26	2	0	6	1	5	1	2
NS23362P	26	2	14	3	1	4	2	12
NS23373K	26	1	2	1	1	5	2	2
NS23373K	27	1	2	1	1	5	1	0
NS23396C	11	8	-1	-1	3	1	2	13
NS23396C	12	8	-1	-1	3	1	1	10
NS23406D	12	4	4	3	1	3	1	14
NS23406D	13	8	-1	-1	3	1	1	11
NS23428V	26	9	-1	-1	-1	-1	2	12
NS23428V	27	9	-1	-1	-1	-1	1	11
NS23459E	26	4	4	3	1	1	2	11
NS23473M	12	3	2	1	1	2	1	7
NS23473M	26	3	2	1	1	2	2	5
NS23506F	26	4	0	1	1	1	1	4
NS23516A	11	8	-1	-1	3	1	2	11
NS23525T	11	1	8	2	3	2	2	8
NS23525T	27	1	8	2	3	2	1	6
NS23539S	26	8	-1	-1	3	1	2	11
NS23539S	27	10	-1	-1	1	5	2	3
NS23551Y	26	10	7	1	3	5	2	4
NS23551Y	27	10	-1	-1	3	5	1	1
NS23566Y	26	10	-1	-1	3	4	2	12
NS23566Y	27	10	-1	-1	3	4	1	9
NS23602D	26	8	-1	-1	3	1	1	8
NS23677W	26	10	-1	-1	3	5	2	0
NS23687Q	13	8	-1	-1	3	1	1	8
NS23716E	26	8	-1	-1	3	1	-9	13
NS23735S	26	1	6	2	1	3	1	3
NS23735S	27	1	6	2	1	3	1	1
NS23736T	12	3	2	2	1	3	2	8
NS23736T	26	3	2	2	1	3	1	5
NS23745M	26	4	0	6	2	1	2	5
NS23745M	27	4	0	6	2	1	2	1
NS23766C	11	1	4	2	2	3	2	11
NS23784P	11	7	0	-9	3	1	2	9
NS23785Q	11	6	0	6	1	1	1	9
NS23786R	11	2	0	1	3	3	2	7
NS23786R	12	2	0	1	3	3	2	7
NS23800F	26	10	-1	-1	1	5	1	1
NS23806M	26	6	0	6	3	1	2	3
NS23806M	27	1	2	1	1	4	1	8
NS23832R	26	7	0	-8	2	2	1	3
NS23839Z	26	1	3	1	1	5	2	6
NS23839Z	27	1	3	1	1	5	2	5
NS23857L	11	3	0	6	3	3	1	12
NS23857L	26	3	0	6	3	3	1	5
NS23868G	26	2	3	1	3	1	2	9
NS23880M	26	1	52	1	1	5	1	0
NS23893K	26	1	8	2	3	5	2	6
NS23894L	11	1	0	1	1	3	2	11
NS23894L	27	1	0	1	1	3	1	4
NS23894L	28	1	0	1	1	3	2	2
NS23904M	26	-9	-9	-9	-9	-9	-9	-9
NS23904M	27	-9	-9	-9	-9	-9	-9	-9
NS23931S	26	8	-1	-1	3	1	1	3
NS23948V	12	9	-1	-1	-1	-1	2	7
NS23992L	11	6	0	6	3	1	2	9
NS24012F	26	1	7	-9	1	4	2	2
NS24012F	27	1	7	-8	1	4	1	3
NS24020Y	12	2	4	1	3	1	2	9
NS24028G	26	4	1	1	2	2	1	6
NS24028G	27	4	1	1	2	2	1	3
NS24043Q	26	4	0	-8	2	1	2	12
NS24043Q	27	2	4	3	3	1	1	9
NS24043Q	28	2	4	3	3	1	1	4
NS24053K	12	2	6	2	3	5	1	10
NS24053K	13	2	6	2	3	5	1	8
NS24061C	12	4	2	2	1	3	2	9
NS24061C	26	3	2	1	1	5	2	0
NS24090K	26	10	-1	-1	1	5	1	0
NS24106S	11	5	4	3	3	1	2	12
NS24161E	26	8	-1	-1	3	1	2	5
NS24184X	12	4	2	2	1	3	1	8
NS24222E	26	4	0	6	1	3	2	2
NS24242T	26	1	7	-9	1	1	2	5
NS24256S	26	1	2	2	1	5	2	6
NS24262H	11	6	0	6	3	1	2	10
NS24263J	12	1	5	1	3	4	1	10
NS24338H	26	3	2	1	3	3	1	5
NS24346A	26	1	-9	-9	1	5	2	1
NS24388F	12	8	-1	-1	2	1	1	15
NS24388F	13	8	-1	-1	2	1	2	12
NS24388F	26	10	-1	-1	1	5	2	6
NS24388F	27	10	-1	-1	1	5	2	1
NS24396Y	11	1	7	1	1	5	1	8
NS24396Y	26	1	7	1	1	5	2	6
NS24396Y	27	1	7	1	1	5	2	3
NS24398A	11	8	-1	-1	3	1	1	13
NS24398A	12	8	-1	-1	3	1	2	6
NS24406Z	28	10	-1	-1	1	5	2	8
NS24406Z	29	10	-1	-1	1	5	2	0
NS24419X	11	2	2	1	1	3	2	12
NS24419X	12	2	2	1	1	3	1	11
NS24419X	13	2	2	1	1	3	2	9
NS24419X	14	2	2	1	1	3	2	8
NS24419X	26	2	2	1	1	3	2	6
NS24419X	27	2	2	1	1	3	2	6
NS24436H	26	2	1	4	1	3	1	5
NS24436H	27	2	1	6	1	3	2	3
NS24437J	26	2	7	2	1	4	1	4
NS24480Z	11	8	-1	-1	2	1	1	12
NS24480Z	12	8	-1	-1	3	1	1	10
NS24506B	11	5	12	6	1	1	2	8
NS24506B	26	5	12	6	1	1	2	6
NS24509E	26	8	-1	-1	3	1	2	6
NS24517X	26	10	-1	-1	-9	5	1	7
NS24517X	27	10	-1	-1	-9	5	2	4
NS24536K	26	7	0	6	3	1	1	4
NS24551T	12	8	-1	-1	3	1	2	13
NS24551T	13	8	-1	-1	3	1	2	9
NS24551T	14	8	-1	-1	3	1	1	8
NS24560M	26	8	-1	-1	1	1	1	5
NS24587J	26	8	-1	-1	3	1	2	3
NS24606D	26	4	2	2	1	2	2	3
NS24623P	26	10	-1	-1	2	5	2	2
NS24623P	27	10	-1	-1	2	5	1	0
NS24627T	26	8	-1	-1	3	1	1	5
NS24634K	12	4	8	3	1	3	2	12
NS24634K	13	4	8	3	1	3	2	9
NS24634K	26	9	-1	-1	-1	-1	1	4
NS24685J	26	8	-1	-1	3	1	1	9
NS24687L	11	5	0	6	3	1	1	12
NS24721P	26	3	0	1	1	3	2	0
NS24726V	26	1	0	1	3	5	1	1
NS24726V	27	1	0	1	3	5	2	0
NS24748L	26	6	0	6	3	1	1	11
NS24748L	27	8	-1	-1	3	1	1	9
NS24750X	12	3	2	2	3	5	1	11
NS24751Y	26	5	28	4	3	2	2	2
NS24758F	26	10	-1	-1	1	5	1	3
NS24762T	11	8	-1	-1	3	1	1	14
NS24762T	12	8	-1	-1	3	1	2	13
NS24768A	26	4	1	3	3	3	2	14
NS24801C	11	8	-1	-1	3	1	2	12
NS24804F	26	1	2	1	1	3	2	10
NS24816C	11	2	4	1	1	5	1	10
NS24816C	12	2	4	1	1	5	2	8
NS24834P	15	3	1	3	3	1	1	13
NS24848N	12	8	-1	-1	3	1	2	11
NS24848N	26	8	-1	-1	3	1	2	3
NS24854D	27	8	-1	-1	3	1	2	7
NS24914C	26	-9	-9	-9	-9	-9	2	4
NS24914C	27	-9	-9	-9	-9	-9	2	3
NS24914C	28	-9	-9	-9	-9	-9	1	-8
NS24937V	26	4	1	2	2	3	1	9
NS24937V	27	4	1	2	2	3	2	7
NS24937V	28	4	1	2	2	3	1	7
NS24970Q	26	10	-1	-1	1	5	2	6
NS24970Q	27	10	-1	-1	1	5	1	4
NS24979A	12	3	2	1	3	1	2	11
NS24980K	26	2	2	3	3	5	1	14
NS24980K	27	8	-1	-1	3	1	2	6
NS24990E	27	1	4	1	1	5	2	8
NS24990E	28	1	4	1	1	5	1	10
NS25012B	12	2	4	1	1	4	1	8
NS25014D	26	8	-1	-1	2	1	2	3
NS25015E	26	10	-1	-1	1	5	2	5
NS25015E	27	10	-1	-1	1	5	2	1
NS25045N	12	1	4	1	3	3	1	10
NS25079B	11	6	0	6	1	1	1	9
NS25093J	26	10	-1	-1	1	5	2	1
NS25093J	27	10	-1	-1	1	5	1	0
NS25103K	12	8	-1	-1	2	1	2	7
NS25114F	11	6	10	4	1	2	2	8
NS25190H	11	8	-1	-1	1	1	2	10
NS25190H	12	9	-1	-1	-1	-1	1	6
NS25190H	26	9	-1	-1	-1	-1	1	4
NS25235Y	26	1	2	1	3	5	1	5
NS25241N	12	3	1	1	1	5	1	7
NS25242P	11	8	-1	-1	3	1	1	13
NS25242P	26	1	0	6	3	4	1	6
NS25242P	27	8	-1	-1	3	1	1	13
NS25257P	26	5	0	1	3	1	1	4
NS25282S	26	8	-1	-1	3	1	2	13
NS25323D	26	4	52	6	3	2	2	1
NS25342R	11	3	0	-9	2	3	2	13
NS25342R	26	2	0	-9	1	4	1	1
NS25422E	26	8	-1	-1	2	1	2	14
NS25427K	26	3	2	1	1	4	2	11
NS25427K	27	3	2	2	1	3	2	9
NS25445X	26	1	3	4	1	5	2	11
NS25445X	27	1	3	4	1	5	1	10
NS25459W	26	7	0	6	3	1	2	14
NS25459W	27	3	0	6	1	3	2	12
NS25459W	28	3	2	1	1	4	2	10
NS25459W	29	3	2	1	1	4	2	9
NS25459W	30	3	2	1	1	4	2	6
NS25463J	11	9	-1	-1	-1	-1	2	12
NS25486B	11	2	2	1	2	5	2	10
NS25486B	26	1	2	1	1	5	1	5
NS25554S	11	4	2	2	1	3	2	11
NS25554S	12	4	2	2	1	3	1	8
NS25558X	26	3	0	1	1	3	1	15
NS25558X	27	3	0	1	1	3	2	13
NS25558X	28	3	0	1	1	3	2	7
NS25582Z	12	8	-1	-1	1	1	2	10
NS25634F	26	1	7	1	1	3	1	6
NS25640W	26	1	2	1	3	5	1	8
NS25640W	27	1	2	1	3	5	1	2
NS25640W	28	1	2	1	3	5	1	0
NS25692W	11	1	6	1	1	3	2	13
NS25692W	26	1	6	1	1	4	2	2
NS25713S	12	8	-1	-1	3	1	1	14
NS25754X	11	2	3	1	1	3	2	11
NS25754X	12	2	3	1	1	3	2	9
NS25755Y	11	5	4	6	1	1	1	10
NS25765S	11	9	-1	-1	-1	-1	1	7
NS25781C	26	1	3	1	3	5	1	12
NS25781C	27	1	3	1	3	5	2	8
NS25795B	26	3	1	1	1	3	1	7
NS25795B	27	3	1	1	1	3	1	5
NS25811S	26	2	2	1	3	3	2	4
NS25836M	12	2	4	1	1	5	2	11
NS25836M	13	2	4	1	1	5	2	7
NS25847H	26	8	-1	-1	3	1	2	13
NS25847H	27	8	-1	-1	3	1	2	11
NS25863S	26	4	1	2	1	3	2	13
NS25864T	26	2	3	1	2	5	1	3
NS25867X	11	8	-1	-1	3	1	2	15
NS25867X	26	9	-1	-1	-1	-1	2	4
NS25870J	11	8	-1	-1	3	1	1	14
NS25870J	12	7	0	-8	3	1	2	13
NS25870J	13	8	-1	-1	3	1	1	8
NS25870J	26	7	0	-8	2	1	2	4
NS25906F	27	3	2	1	3	4	1	11
NS25940C	26	8	-1	-1	3	1	1	4
NS25958F	26	1	3	1	3	5	1	2
NS25962T	26	5	2	3	1	2	1	4
NS25970L	26	10	-1	-1	1	5	1	0
NS25998J	26	4	2	5	3	4	2	4
NS26000A	26	5	0	6	3	1	1	1
NS26002C	26	2	4	1	3	4	1	2
NS26036Q	26	2	4	1	3	5	-9	5
NS26081H	11	8	-1	-1	3	1	1	11
NS26083K	12	3	2	1	3	4	1	10
NS26083K	26	3	2	1	3	4	1	6
NS26100C	11	5	1	4	1	1	2	11
NS26100C	12	2	1	4	1	4	1	7
NS26100C	26	2	1	4	1	4	2	5
NS26121S	26	4	4	3	3	3	1	10
